Name;ISIN;Ticker;Market Index;Earliest Data;Latest Data
Amundi Euro Stoxx Banks UCITS ETF Acc;LU1829219390;BNKE, LYBK;EURO STOXX Banks;December 1986;November 2024
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D;LU0292095535;DXSA, XD3E;EURO STOXX Quality Dividend 50;June 2006;November 2024
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE);DE0002635281;EXSG;EURO STOXX Select Dividend 30;December 1998;January 2023
Deka EURO STOXX Select Dividend 30 UCITS ETF;DE000ETFL078;EL4G;EURO STOXX Select Dividend 30;December 1998;January 2023
iShares Euro Dividend UCITS ETF;IE00B0M62S72;IDVY, IQQA;EURO STOXX Select Dividend 30;December 1998;January 2023
ComStage EURO STOXX Select Dividend 30 UCITS ETF;LU0378434236;C051, CBSDIV;EURO STOXX Select Dividend 30;December 1998;January 2023
iShares EURO STOXX Small UCITS ETF;IE00B02KXM00;DJSC, IQQS;EURO STOXX Small;December 1986;November 2024
Fidelity Global Quality Income UCITS ETF;IE00BYXVGZ48;FGEQ, FGQD, FGQI;Fidelity Global Quality Income;January 2014;November 2024
Fidelity US Quality Income UCITS ETF;IE00BYXVGX24;FUSD, FUSI;Fidelity US Quality Income;January 2014;November 2024
Fidelity US Quality Income UCITS ETF Acc;IE00BYXVGY31;FUQA, FUSA, FUSC;Fidelity US Quality Income;January 2014;November 2024
Rize Medical Cannabis and Life Sciences UCITS ETF;IE00BJXRZ273;BLUM, FLWG, FLWR;Foxberry Medical Cannabis & Life Sciences;March 2014;April 2024
iShares Core FTSE 100 UCITS ETF (Dist);IE0005042456;ISF, ISFA, ISFU, IUSZ;FTSE 100;April 2000;November 2024
HSBC FTSE 100 UCITS ETF GBP;IE00B42TW061;H4ZB, HUKX, UKX;FTSE 100;April 2000;November 2024
iShares Core FTSE 100 UCITS ETF GBP (Acc);IE00B53HP851;CSUKX, CUKX, SXRW;FTSE 100;April 2000;November 2024
Invesco FTSE 100 UCITS ETF;IE00B60SWT88;S100;FTSE 100;April 2000;November 2024
Vanguard FTSE 100 UCITS ETF Distributing;IE00B810Q511;VUKE;FTSE 100;April 2000;November 2024
Vanguard FTSE 100 UCITS ETF (GBP) Accumulating;IE00BFMXYP42;VUKG;FTSE 100;April 2000;November 2024
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis;LU0136242590;100EUA, 100GBA, UB03, UIM3;FTSE 100;April 2000;November 2024
Xtrackers FTSE 100 UCITS ETF Income 1D;LU0292097234;DBXX, XUKX;FTSE 100;April 2000;November 2024
ComStage FTSE 100 TR UCITS ETF;LU0488316216;8H81, CBGB10;FTSE 100;April 2000;November 2024
Xtrackers FTSE 100 UCITS ETF 1C;LU0838780707;XDUK;FTSE 100;April 2000;November 2024
Amundi ETF FTSE 100 UCITS ETF EUR;LU1437025023;C1U;FTSE 100;April 2000;November 2024
Amundi ETF FTSE 100 UCITS ETF GBP;LU1437025296;FT1K, FTSE;FTSE 100;April 2000;November 2024
Amundi FTSE 100 UCITS ETF Acc;LU1650492173;B8TT, FTS100, L100;FTSE 100;April 2000;November 2024
Amundi FTSE 100 UCITS ETF Dist;LU1650492256;100D, D100;FTSE 100;April 2000;November 2024
Invesco FTSE 250 UCITS ETF;IE00B60SWV01;S250;FTSE 250;March 2005;December 2022
HSBC FTSE 250 UCITS ETF GBP;IE00B64PTF05;HMCX;FTSE 250;March 2005;December 2022
Vanguard FTSE 250 UCITS ETF (GBP) Accumulating;IE00BFMXVQ44;VMIG;FTSE 250;March 2005;December 2022
Vanguard FTSE 250 UCITS ETF Distributing;IE00BKX55Q28;VMID;FTSE 250;March 2005;December 2022
Xtrackers FTSE 250 UCITS ETF 1D;LU0292097317;DBXY, XMCX;FTSE 250;March 2005;December 2022
iShares Core UK Gilts UCITS ETF;IE00B1FZSB30;IGLT;FTSE Actuaries UK Conventional Gilts All Stocks;December 2006;November 2024
Amundi UK Government Bond UCITS ETF Dist;LU1407892592;GILS, LYTG;FTSE Actuaries UK Conventional Gilts All Stocks;December 2006;November 2024
SPDR FTSE UK All Share UCITS ETF;IE00B7452L46;FTAL, SPYF;FTSE All-Share;March 2005;December 2022
SPDR FTSE UK All Share UCITS ETF;IE00BD5FCF91;FTAD, ZPRD;FTSE All-Share;March 2005;December 2022
Invesco FTSE All-World UCITS ETF Dist;IE0000QLH0G6;FTWD, FTWG;FTSE All-World;September 2003;June 2024
Invesco FTSE All-World UCITS ETF Acc;IE000716YHJ7;FWIA, FWRA, FWRG;FTSE All-World;September 2003;June 2024
Vanguard FTSE All-World UCITS ETF (USD) Distributing;IE00B3RBWM25;VGWL, VWRD, VWRL;FTSE All-World;September 2003;June 2024
Vanguard FTSE All-World UCITS ETF (USD) Accumulating;IE00BK5BQT80;VWCE, VWRA, VWRP;FTSE All-World;September 2003;June 2024
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing;IE00B8GKDB10;VGWD, VHYD, VHYL;FTSE All-World High Dividend Yield;March 2008;March 2023
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc;IE00BK5BR626;VHYA, VHYG;FTSE All-World High Dividend Yield;March 2008;March 2023
Vanguard FTSE Developed World UCITS ETF Acc;IE00BK5BQV03;VGVF, VHVE, VHVG;FTSE Developed;March 2005;December 2022
Vanguard FTSE Developed World UCITS ETF Distributing;IE00BKX55T58;VDEV, VEVE, VGVE;FTSE Developed;March 2005;December 2022
Vanguard ESG Developed World All Cap Equity Index Fund;IE00B5456744;;FTSE Developed All Cap Choice;January 2011;November 2024
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing;IE00B9F5YL18;VAPX, VDPX, VGEJ;FTSE Developed Asia Pacific ex Japan;March 2005;December 2022
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Acc;IE00BK5BQZ41;VAPU, VDPG, VGEK;FTSE Developed Asia Pacific ex Japan;March 2005;December 2022
Vanguard FTSE Developed Europe UCITS ETF Distributing;IE00B945VV12;VEUD, VEUR, VGEU;FTSE Developed Europe;March 2005;December 2022
Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating;IE00BK5BQX27;VEUA, VWCG;FTSE Developed Europe;March 2005;December 2022
Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating;IE00BK5BQY34;VERE, VERG;FTSE Developed Europe ex UK;March 2005;December 2022
Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing;IE00BKX55S42;VERX;FTSE Developed Europe ex UK;March 2005;December 2022
Vanguard FTSE Emerging Markets UCITS ETF Distributing;IE00B3VVMM84;VDEM, VFEM;FTSE Emerging;March 2005;December 2022
Vanguard FTSE Emerging Markets UCITS ETF Acc;IE00BK5BR733;VFEA, VFEG;FTSE Emerging;March 2005;December 2022
Vanguard ESG Emerging Markets All Cap Equity Index Fund;IE00BKV0W243;;FTSE Emerging All Cap Choice;May 2020;November 2024
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged;LU0321462953;DXSU, XEMB;FTSE Emerging Markets US Dollar Government Bond (EUR Hedged);January 1996;February 2021
Xtrackers USD Emerging Markets Bond UCITS ETF 2D;LU0677077884;XUEM;FTSE Emerging Markets USD Government and Government-Related Bond Select;May 2018;November 2024
Xtrackers II USD Emerging Markets Bond UCITS ETF 2C;LU1920015440;XUEB;FTSE Emerging Markets USD Government and Government-Related Bond Select;May 2018;November 2024
iShares Euro Government Bond Index Fund (IE);IE0031080868;;FTSE EMU Government Bond;October 2001;November 2024
Lyxor Core Euro Government Bond (DR) UCITS ETF - Dist;LU2329745918;CMTX;FTSE EMU Government Bond;October 2001;November 2024
BNP Paribas Easy FTSE EPRA Nareit Global Developed Green CTB UCITS ETF;LU2365458905;ASRM, EGDGR, GRCTB;FTSE EPRA Nareit Developed Green EU CTB;December 2021;September 2024
HSBC FTSE EPRA/NAREIT Developed UCITS ETF USD;IE00B5L01S80;H4ZL, HPRD, HPRO;FTSE EPRA/NAREIT Developed;December 1989;April 2023
Amundi ETF FTSE EPRA NAREIT Global UCITS ETF DR;LU1437018838;EPRA, EPRU;FTSE EPRA/NAREIT Developed;December 1989;April 2023
Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D);LU1737652823;10AJ;FTSE EPRA/NAREIT Developed;December 1989;April 2023
Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (USD);LU1812091350;LMWU, LYMWO;FTSE EPRA/NAREIT Developed;December 1989;April 2023
Amundi FTSE EPRA NAREIT Global Developed UCITS ETF Dist;LU1832418773;LMWE, LYMWO, MWO, REWLD;FTSE EPRA/NAREIT Developed;December 1989;April 2023
iShares Developed Markets Property Yield UCITS ETF;IE00B1FZS350;IDWP, IQQ6, IWDP;FTSE EPRA/NAREIT Developed Dividend+;August 2006;September 2024
iShares Developed Markets Property Yield UCITS ETF USD (Acc);IE00BFM6T921;DPYA, SXRA;FTSE EPRA/NAREIT Developed Dividend+;August 2006;September 2024
iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc);IE00BDZVHD04;DPYE;FTSE EPRA/NAREIT Developed Dividend+ (EUR Hedged);December 1999;December 2015
iShares European Property Yield UCITS ETF EUR (Acc);IE00BGDQ0L74;IPRE;FTSE EPRA/NAREIT Developed Europe;October 2012;September 2024
Xtrackers FTSE EPRA/NAREIT Developed Europe Real Estate UCITS ETF 1C;LU0489337690;D5BK, XDER;FTSE EPRA/NAREIT Developed Europe;October 2012;September 2024
BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD;LU1291091228;EEEP, EEP;FTSE EPRA/NAREIT Developed Europe;October 2012;September 2024
Amundi FTSE EPRA Europe Real Estate UCITS ETF EUR (C);LU1681039480;EPRE, REAL;FTSE EPRA/NAREIT Developed Europe;October 2012;September 2024
Amundi FTSE EPRA Europe Real Estate UCITS ETF (D);LU1812091194;LEEU, MEH, REEU;FTSE EPRA/NAREIT Developed Europe;October 2012;September 2024
SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF;IE00BSJCQV56;EURE, EURL, ZPRP;FTSE EPRA/NAREIT Developed Europe ex UK;December 1989;April 2023
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF QD;LU0192223062;EEE, EEEG, IM2A;FTSE EPRA/NAREIT Eurozone Capped;December 2008;September 2024
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF;LU0950381748;EEA, EEAA, EEEA;FTSE EPRA/NAREIT Eurozone Capped;December 2008;September 2024
iShares US Property Yield UCITS ETF;IE00B1FZSF77;IDUP, IQQ7, IUSP;FTSE EPRA/NAREIT US Dividend+;November 2006;September 2024
Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C);FR0010754200;18M1, C3M;FTSE Eurozone Government Bill 0-6 Month Capped;June 2011;November 2024
Amundi Italy BTP Government Bond 10Y UCITS ETF Acc;LU1598691217;BTP10, LYT5;FTSE Eurozone Target Maturity Government Bond Italy (Mid Price);September 2013;November 2024
Vanguard ESG Global All Cap UCITS ETF (USD) Accumulating;IE00BNG8L278;V3AA, V3AB;FTSE Global All Cap Choice;November 2020;October 2022
Vanguard ESG Global All Cap UCITS ETF (USD) Distributing;IE00BNG8L385;V3AL, V3AM;FTSE Global All Cap Choice;November 2020;October 2022
iShares Global Infrastructure UCITS ETF;IE00B1FZS467;IDIN, INFR, IQQI;FTSE Global Core Infrastructure;October 2006;November 2024
Franklin FTSE India UCITS ETF;IE00BHZRQZ17;FLXI, FRIN;FTSE India 30/18 Capped;March 2021;November 2024
Vanguard FTSE Japan UCITS ETF Distributing;IE00B95PGT31;VDJP, VJPN;FTSE Japan;March 2005;December 2022
Vanguard FTSE Japan UCITS ETF Accumulating;IE00BFMXYX26;VJPA, VJPB;FTSE Japan;March 2005;December 2022
Xtrackers Japan Government Bond UCITS ETF 1C;LU0952581584;XJSE;FTSE Japanese Government Bond;January 1985;November 2024
Amundi FTSE MIB UCITS ETF Dist;FR0010010827;ETFMIB, LYMK, MIB, MIBX;FTSE MIB;December 1997;November 2024
iShares FTSE MIB UCITS ETF EUR (Dist);IE00B1XNH568;IMIB;FTSE MIB;December 1997;November 2024
iShares FTSE MIB UCITS ETF (Acc);IE00B53L4X51;CMB1, CMIB, CSMIB, SXRY;FTSE MIB;December 1997;November 2024
Xtrackers FTSE MIB UCITS ETF 1D;LU0274212538;DBXI, XMIB;FTSE MIB;December 1997;November 2024
Amundi ETF FTSE MIB UCITS ETF;LU1681037518;FMI;FTSE MIB;December 1997;November 2024
Amundi PEA Obligations d'État Euro UCITS ETF Acc;FR0013346681;OBLI;FTSE MTS Eurozone Government Bond IG;December 2018;November 2024
Amundi ETF Government Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF EUR (C);FR0010754143;18MW, C10;FTSE MTS Eurozone Government Broad Investment Grade 10-15;August 2010;September 2022
Vanguard FTSE North America UCITS ETF (USD) Accumulating;IE00BK5BQW10;VNRA, VNRG;FTSE North America;March 2005;December 2022
Vanguard FTSE North America UCITS ETF Distributing;IE00BKX55R35;VDNR, VNRT;FTSE North America;March 2005;December 2022
SPDR Refinitiv Global Convertible Bond UCITS ETF;IE00BNH72088;CONV, GCVB, GLCB, ZPRC;FTSE Qualified Global Convertible;November 2014;November 2024
SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF;IE00BDT6FP91;GCVE, SPF1;FTSE Qualified Global Convertible (EUR Hedged);June 2018;November 2024
iShares UK Dividend UCITS ETF;IE00B0M63060;IQQD, IUKD;FTSE UK Dividend+;November 2005;November 2024
Xtrackers Global Sovereign UCITS ETF 5C;LU0908508731;XG7S, XGGB;FTSE World Government Bond - Developed Markets;January 1985;November 2024
Xtrackers Global Sovereign UCITS ETF 1C EUR hedged;LU0378818131;DBZB, XGSH;FTSE World Government Bond - Developed Markets (Hedged EUR);January 1985;November 2024
Xtrackers Global Government Bond UCITS ETF 1D EUR hedged;LU0690964092;XGVD;FTSE World Government Bond - Developed Markets (Hedged EUR);January 1985;November 2024
iShares Global Government Bond UCITS ETF USD (Dist);IE00B3F81K65;EUN3, IGLO, SGLO;FTSE World Government Bond G7;January 1985;November 2024
iShares Global Government Bond UCITS ETF;IE00BYZ28V50;IGLA;FTSE World Government Bond G7;January 1985;November 2024
UBS ETF (CH) Gold (USD) A-dis;CH0106027193;AUUSI;Gold spot price;December 1978;November 2024
Gold Bullion Securities;DE000A0LP781;GG9B, OGG9;Gold spot price;December 1978;November 2024
WisdomTree Physical Gold;DE000A0N62G0;VZLD;Gold spot price;December 1978;November 2024
Xetra-Gold;DE000A0S9GB0;4GLD;Gold spot price;December 1978;November 2024
WisdomTree Physical Swiss Gold;DE000A1DCTL3;GZUR, OGZU;Gold spot price;December 1978;November 2024
Xtrackers Physical Gold ETC (EUR);DE000A1E0HR8;OXA5, XAD5;Gold spot price;December 1978;November 2024
Xtrackers IE Physical Gold ETC Securities;DE000A2T0VU5;XGDP, XGDU;Gold spot price;December 1978;November 2024
EUWAX Gold;DE000EWG0LD1;GOLD;Gold spot price;December 1978;November 2024
EUWAX Gold II;DE000EWG2LD7;EWG2;Gold spot price;December 1978;November 2024
boerse.de Gold ETC;DE000TMG0LD6;TMGD;Gold spot price;December 1978;November 2024
Amundi Physical Gold ETC (C);FR0013416716;GLDA, GLDD, GOLD;Gold spot price;December 1978;November 2024
Gold Bullion Securities;GB00B00FHZ82;GBS, GBSS, GG9B;Gold spot price;December 1978;November 2024
Xtrackers Physical Gold ETC;GB00B5840F36;XGLD;Gold spot price;December 1978;November 2024
iShares Physical Gold ETC;IE00B4ND3602;EGLN, IGLN, PPFB, SGLN;Gold spot price;December 1978;November 2024
Invesco Physical Gold A;IE00B579F325;8PSG, SGLD, SGLP;Gold spot price;December 1978;November 2024
WisdomTree Physical Gold;JE00B1VS3770;PHAU, PHGP, VZLD;Gold spot price;December 1978;November 2024
WisdomTree Physical Swiss Gold;JE00B588CD74;GZUR, SGBS, SGBX;Gold spot price;December 1978;November 2024
WisdomTree Core Physical Gold;JE00BN2CJ301;GLDW, WGLD;Gold spot price;December 1978;November 2024
HANetf The Royal Mint Responsibly Sourced Physical Gold ETC;XS2115336336;RM8U, RMAP, RMAU;Gold spot price;December 1978;November 2024
Swisscanto ETF Precious Metal Physical Gold EUR A;CH0044781174;JBGOEA;Gold spot price (EUR Hedged);January 1968;November 2024
Swisscanto ETF Precious Metal Physical Gold AX;CH0044821699;JBGOEX;Gold spot price (EUR Hedged);January 1968;November 2024
ZKB Gold ETF H (EUR);CH0103326762;ZGLDHE;Gold spot price (EUR Hedged);January 1968;November 2024
iShares Gold EUR Hedged (CH);CH0104136319;CSGLDE;Gold spot price (EUR Hedged);January 1968;November 2024
UBS ETF (CH) Gold (EUR) hedged (EUR) A-dis;CH0106027144;AUEUAH;Gold spot price (EUR Hedged);January 1968;November 2024
Xtrackers Physical Gold EUR Hedged ETC;DE000A1EK0G3;OXA1, XAD1;Gold spot price (EUR Hedged);January 1968;November 2024
Xtrackers IE Physical Gold EUR Hedged ETC Securities;DE000A2T5DZ1;XGDE;Gold spot price (EUR Hedged);January 1968;November 2024
VanEck Vectors Global Real Estate UCITS ETF;NL0009690239;TREG, TRET;GPR Global 100;March 2007;November 2024
Amundi ETF Global Emerging Bond Markit iBoxx UCITS ETF USD;LU1681041205;AGEB;iBoxx $ Liquid Emerging Markets Sovereigns;December 2010;April 2023
Amundi Global Emerging Bond Markit iBoxx UCITS ETF Dist;LU1686830909;EMKTB, LEMB, LYQS;iBoxx $ Liquid Emerging Markets Sovereigns;December 2010;April 2023
iShares USD High Yield Corporate Bond UCITS ETF USD (Dist);IE00B4PY7Y77;IHYU, IS0R, SHYU;iBoxx $ Liquid High Yield Capped;September 2011;November 2024
iShares USD High Yield Corporate Bond UCITS ETF USD (Acc);IE00BYXYYL56;IHYA;iBoxx $ Liquid High Yield Capped;September 2011;November 2024
iShares USD Corporate Bond UCITS ETF (Dist);IE0032895942;IBCD, LQDA, LQDE, LQDS;iBoxx $ Liquid Investment Grade;May 2003;November 2024
iShares USD Corporate Bond UCITS ETF (Acc);IE00BYXYYJ35;LQDA;iBoxx $ Liquid Investment Grade;May 2003;November 2024
Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc;LU1390062245;EUIN, INFL;iBoxx EUR Breakeven Euro-Inflation France & Germany;April 2016;November 2024
Xtrackers iBoxx EUR Corporates Yield Plus UCITS ETF 1D;IE00BYPHT736;XDEP;iBoxx EUR Corporates Yield Plus;June 2016;November 2024
Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C;LU0290357507;DBXF, X15E;iBoxx EUR Eurozone 15-30;July 2007;November 2024
iShares Euro Government Bond 20yr Target Duration UCITS ETF;IE00BSKRJX20;E20Y, IS05;iBoxx EUR Eurozone 20yr Target Duration;July 2009;November 2024
Amundi ETF Euro Inflation UCITS ETF EUR (C);FR0010754127;18MU, CI3;iBoxx EUR Inflation-Linked;June 2009;April 2023
Amundi Euro High Yield Liquid Bond iBoxx UCITS ETF EUR (C);LU1681040496;AHYE;iBoxx EUR Liquid High Yield 30 Ex-Financial;September 2013;September 2022
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C;LU0524480265;XY4P;iBoxx EUR Sovereigns Eurozone Yield Plus;October 2010;November 2024
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D;LU0962071741;XYPD;iBoxx EUR Sovereigns Eurozone Yield Plus;October 2010;November 2024
Xtrackers Eurozone Government Bond 25+ UCITS ETF 1C;LU0290357846;DBXG, X25E;iBoxx Eurozone 25+;July 2006;January 2023
iShares Global High Yield Corporate Bond UCITS ETF;IE00B74DQ490;HYLD, IBC9, IGHY;iBoxx Global Developed Markets Liquid High Yield Capped;November 2012;November 2024
iShares Global High Yield Corporate Bond UCITS ETF;IE00BYWZ0440;HYEA, HYLA;iBoxx Global Developed Markets Liquid High Yield Capped;November 2012;November 2024
iShares Euro High Yield Corporate Bond UCITS ETF EUR (Dist);IE00B66F4759;EUNW, IHYG, SHYG;iBoxx € Liquid High Yield;December 2005;November 2024
iShares Euro High Yield Corporate Bond UCITS ETF EUR (Acc);IE00BF3N7094;HIGH;iBoxx € Liquid High Yield;December 2005;November 2024
Xtrackers EUR High Yield Corporate Bond UCITS ETF 1D;LU1109942653;XHYG;iBoxx € Liquid High Yield;December 2005;November 2024
Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C;LU1109943388;XHYA;iBoxx € Liquid High Yield;December 2005;November 2024
Xtrackers II Eurozone Government Bond UCITS ETF 1C;LU0290355717;DBXN, XGLE;iBoxx € Sovereigns;December 1998;January 2023
Xtrackers II Eurozone Government Bond UCITS ETF 1D;LU0643975591;X03F;iBoxx € Sovereigns;December 1998;January 2023
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C;LU0290356871;DBXP, X13E;iBoxx € Sovereigns 1-3;December 1998;January 2023
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D;LU0614173549;X03B;iBoxx € Sovereigns 1-3;December 1998;January 2023
ComStage iBoxx EUR Sovereigns Germany Capped 10+ TR UCITS ETF;LU0444607005;8523;iBoxx € Sovereigns Germany Capped 10+;December 2009;January 2023
ComStage iBoxx EUR Sovereigns Germany Capped 5-10 TR UCITS ETF;LU0444606965;8522;iBoxx € Sovereigns Germany Capped 5-10;December 2009;January 2023
iShares USD Treasury Bond 1-3yr UCITS ETF (Dist);IE00B14X4S71;IBTS, IDBT, IUSU;ICE US Treasury 1-3 Year Bond;December 2004;November 2024
iShares USD Treasury Bond 1-3yr UCITS ETF (Acc);IE00B3VWN179;CBU3, CSBGU3, CU31;ICE US Treasury 1-3 Year Bond;December 2004;November 2024
iShares USD Treasury Bond 1-3yr UCITS ETF (Acc);IE00BYXPSP02;IBTA;ICE US Treasury 1-3 Year Bond;December 2004;November 2024
iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc);IE00BFM6TC58;DTLA;ICE US Treasury 20+ Year Bond;December 2004;November 2024
iShares USD Treasury Bond 20+yr UCITS ETF (Dist);IE00BSKRJZ44;IBTL, IDTL, IS04;ICE US Treasury 20+ Year Bond;December 2004;November 2024
iShares USD Treasury Bond 20+yr EUR Hedged UCITS ETF;IE00BD8PGZ49;DTLE;ICE US Treasury 20+ Year Bond (EUR Hedged);December 2004;December 2020
iShares USD Treasury Bond 3-7yr UCITS ETF (Acc);IE00B3VWN393;CBU7, CSBGU7, CU71, SXRL;ICE US Treasury 3-7 Year Bond;December 2004;December 2020
iShares USD Treasury Bond 3-7 UCITS ETF USD (Dist);IE00BFXYHY63;OM3M;ICE US Treasury 3-7 Year Bond;December 2004;December 2020
iShares USD Treasury Bond 7-10yr UCITS ETF (Dist);IE00B1FZS798;BTMA, IBTM, IDTM, IUSM;ICE US Treasury 7-10 Year Bond;December 2004;November 2024
iShares USD Treasury Bond 7-10yr UCITS ETF (Acc);IE00B3VWN518;CBU0, CSBGU0, SXRM;ICE US Treasury 7-10 Year Bond;December 2004;November 2024
iShares USD Treasury Bond 0-1yr UCITS ETF USD (Dist);IE00BGR7L912;IBCC, IBTU;ICE US Treasury Short Bond;December 2005;November 2024
iShares USD Treasury Bond 0-1yr UCITS ETF (Acc);IE00BGSF1X88;IB01;ICE US Treasury Short Bond;December 2005;November 2024
L&G Cyber Security UCITS ETF;IE00BYPLS672;ISPY, USPY;ISE Cyber Security;January 2010;November 2024
iShares Automation & Robotics UCITS ETF;IE00BYWZ0333;2B7F, RBOD;iSTOXX FactSet Automation & Robotics;June 2011;November 2024
iShares Automation & Robotics UCITS ETF;IE00BYZK4552;2B76, RBOT, RBTX;iSTOXX FactSet Automation & Robotics;June 2011;November 2024
UBS ETF (LU) J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF (USD) A-acc;LU2095995895;CIB, CNYGB, JC11;JP Morgan China Government + Policy Bank 20% Capped 1-10 Year;May 2020;November 2024
JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating;IE00BJRCLL96;JPGL, JPLG;JP Morgan Diversified Factor Global Developed (Region Aware) Equity;October 2003;September 2023
iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist);IE00B2NPKV68;EEMB, IEMB, IUS7, SEMB;JP Morgan EMBI Global Core;February 2008;November 2024
iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Acc);IE00BYXYYK40;JPEA, JPEE;JP Morgan EMBI Global Core;February 2008;November 2024
iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist);IE00B9M6RS56;EMBE, IS3C;JP Morgan EMBI Global Core (Hedged EUR);July 2013;November 2024
iShares J.P. Morgan USD EM Bond UCITS ETF (Acc);IE00BJ5JPH63;3SUD;JP Morgan EMBI Global Core (Hedged EUR);July 2013;November 2024
UBS ETF (LU) J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF (USD) A-dis;LU1720938841;EMLO, EMLOC, UEFE;JP Morgan Emerging Market Enhanced Multi-Factor Local Currency Bond;September 2018;March 2023
UBS ETF (LU) J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF (USD) A-acc;LU1720938924;EMLOCA;JP Morgan Emerging Market Enhanced Multi-Factor Local Currency Bond;September 2018;March 2023
JPMorgan BetaBuilders EUR Govt Bond UCITS ETF EUR (acc);IE00BJK9HD13;BBEG, BBGE;JP Morgan EMU Government Bond;October 2008;January 2021
Amundi ETF BofA Merrill Lynch Euro Government Bonds 1-10 UCITS ETF DR;LU1437018598;EGOV;JP Morgan EMU Government Bond;October 2008;January 2021
Amundi Index J.P. Morgan EMU Government Investment Grade UCITS ETF DR EUR (D);LU1737653714;10AL;JP Morgan EMU Government Bond;October 2008;January 2021
BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5 Y;LU2008763182;;JP Morgan ESG EMU Government Bond IG 3-5 Year;October 2019;November 2024
BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF;LU2244387457;ASRE, GEMU;JP Morgan ESG EMU Government Bond IG 3-5 Year;October 2019;November 2024
iShares J.P. Morgan EM Local Government Bond UCITS ETF;IE00B5M4WH52;IEML, IUSP, SEML;JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor;June 2011;November 2024
iShares J.P. Morgan Emerging Markets Local Government Bond UCITS ETF USD (Acc);IE00BFZPF546;EMGA;JP Morgan GBI-EM Global Diversified 10% Cap 1% Floor;June 2011;November 2024
Amundi ETF J.P. Morgan Government Bond Global UCITS ETF DR EUR Hedged;LU1708330235;GOVH;JP Morgan Global Government Bond (Hedged EUR);February 2009;January 2021
Amundi ETF J.P. Morgan GBI Global Government Bonds UCITS ETF DR;LU1437016204;GGOU, GGOV;JP Morgan Government Bond Global;November 2016;September 2022
Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR EUR (D);LU1737653631;10AK;JP Morgan Government Bond Global;November 2016;September 2022
Invesco JPX-Nikkei 400 UCITS ETF;IE00BPRCH686;N400, S400, SMLN;JPX-Nikkei 400;August 2013;February 2024
Xtrackers JPX-Nikkei 400 UCITS ETF 1D;IE00BPVLQD13;XDNS, XDNY;JPX-Nikkei 400;August 2013;February 2024
Lyxor MSCI Japan ESG Leaders Extra (DR) UCITS ETF - Acc;LU1646359452;JPX4, JPXG, JPXY, LMVB;JPX-Nikkei 400;August 2013;February 2024
Amundi JPX Nikkei 400 UCITS ETF EUR (C);LU1681038912;JP40, JPNK;JPX-Nikkei 400;August 2013;February 2024
Amundi ETF JPX Nikkei 400 UCITS ETF JPY;LU1681039050;JPNY;JPX-Nikkei 400;August 2013;February 2024
